"Артикул";"Ozon Product ID";"SKU";"Barcode";"Название товара";"Контент-рейтинг";"Бренд";"Статус товара";"Метки";"Отзывы";"Рейтинг";"Видимость на Ozon";"Причины скрытия";"Дата создания";"Категория";"Тип";"Объем товара, л";"Объемный вес, кг";"Доступно к продаже по схеме FBO, шт.";"Зарезервировано, шт";"Доступно к продаже по схеме FBS, шт.";"Доступно к продаже по схеме realFBS, шт.";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, ₽";"Цена до скидки (перечеркнутая цена), ₽";"Цена Premium, ₽";"Размер НДС, %";"Ошибки";"Предупреждения"
"'2011130254/8";"1239540100";"1739754150";"2014126186034";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011090018-10/75";"1239540101";"1739754423";"2016748364029";"Перчатки из натурального меха козленка";"'32.5";"ДУБЛЁНКИНО";"Готов к продаже";;"5";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011030475/8";"1239540102";"1739753819";"2016340700034";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Не удалось объединить с другими товарами. Есть товары, у которых вариативные характеристики заполнены также: 2011030375/8. Измените хотя бы одну вариативную характеристику."
"'2011060208/8";"1239540103";"1739753761";"2037243847602";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2011070517-3/65";"1239540104";"1739754489";"2039499385365";"Перчатки из натурального меха козленка";"'32.5";"ДУБЛЁНКИНО";"Готов к продаже";;"3";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011080164-10/85";"1239540105";"1739754296";"2016888326048";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011070048-2/7";"1239540106";"1739754353";"2037243847466";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011050071-1/65";"1239540107";"1739754713";"2039394385194";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011030475/7";"1239540108";"1739753894";"2016340700010";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2011130254/65";"1239540109";"1739754364";"2014126186003";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011050161/65";"1239540110";"1739754429";"2001366641058";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011070048-1/8";"1239540111";"1739754738";"2036911170745";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011090018-10/85";"1239540112";"1739754499";"2016748364043";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011070714/8";"1239540113";"1739753727";"2001043759014";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"1";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011080164-10/8";"1239540114";"1739754416";"2016888326031";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011080164-10/75";"1239540115";"1739754491";"2016888326024";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011070517-3/7";"1239540116";"1739754501";"2039499385372";"Перчатки из натурального меха козленка";"'32.5";"ДУБЛЁНКИНО";"Готов к продаже";;"2";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011030004/8";"1239540117";"1739753728";"2008221868032";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2011030004/75";"1239540118";"1739753992";"2008221868025";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2011030375/85";"1239540119";"1739753746";"2001043759052";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2011060208/75";"1239540120";"1739753739";"2037243847596";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2011070048-2/8";"1239540121";"1739754756";"2037243847480";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011050161/85";"1239540122";"1739754744";"2001661746151";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011030475/75";"1239540123";"1739753765";"2016340700027";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2011030475/65";"1239540124";"1739753784";"2016340700003";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2011080245-2/8";"1239540125";"1739753785";"2037243847527";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2011070714/7";"1239540126";"1739753731";"2001043759038";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"3";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011070053/85";"1239540127";"1739754685";"2008222393045";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011060208/7";"1239540128";"1739753754";"2037243847589";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2011040628-1/7";"1239540129";"1739754805";"2037243847428";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011070053/7";"1239540130";"1739754712";"2008222393014";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011070714/75";"1239540131";"1739753758";"2001043759021";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"2";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011070714/85";"1239540132";"1739753729";"2001043759007";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011060208/65";"1239540133";"1739753769";"2037243847572";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2011130254/7";"1239540134";"1739754374";"2014126186010";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011070053/65";"1239540135";"1739754162";"2008222393007";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011040628-1/75";"1239540136";"1739754336";"2037243847435";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011000001/7";"1239540137";"1739753898";"2001661746236";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"1";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011010535/7";"1239540138";"1739754419";"2037243847541";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011010535/8";"1239540139";"1739754165";"2037243847565";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011030375/8";"1239540140";"1739753763";"2001043759069";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2011030004/85";"1239540141";"1739753797";"2008221868049";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2011070048-2/65";"1239540142";"1739754357";"2037243847459";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011080245-2/7";"1239540143";"1739753774";"2037243847503";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2011030004/65";"1239540144";"1739753995";"2008221868001";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2011080164/65";"1239540145";"1739754498";"2001043759199";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011090018/65";"1239540146";"1739754477";"2001043759298";"Перчатки из натурального меха козленка";"'32.5";"ДУБЛЁНКИНО";"Продается";;"14";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"1";"1";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011070053/8";"1239540147";"1739754706";"2008222393038";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011030968/65";"1239540148";"1739754440";"2033429423622";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011030375/65";"1239540149";"1739753823";"2001043759090";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2011000001/75";"1239540150";"1739753755";"2001661746229";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Продается";;"1";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"3";"1";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011080164/8";"1239540151";"1739754500";"2001043759168";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011060321-1/65";"1239540152";"1739754193";"2039490748329";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011080245-2/75";"1239540153";"1739753757";"2037243847510";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2011070014/8";"1239540154";"1739754255";"2001661746113";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"6";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011010535/65";"1239540155";"1739754470";"2037243847534";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011130254/75";"1239540156";"1739754502";"2014126186027";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011040540/75";"1239540157";"1739754261";"2016887493024";"Перчатки из натурального меха козленка";"'32.5";"ДУБЛЁНКИНО";"Продается";;"13";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"6";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011010535/75";"1239540158";"1739754479";"2037243847558";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011060321-1/7";"1239540159";"1739754504";"2039490748336";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011080245-2/65";"1239540160";"1739753760";"2037243847497";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2011040628-1/8";"1239540161";"1739754300";"2037243847442";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011000001/85";"1239540162";"1739753999";"2001661746205";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011070517-2/85";"1239540163";"1739753902";"2039490781586";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2011030375/75";"1239540164";"1739753795";"2001043759076";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2011040540/85";"1239540165";"1739754483";"2016887493048";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011030375/7";"1239540166";"1739753764";"2001043759083";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2011130254/85";"1239540167";"1739754233";"2014126186041";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011080352/7";"1239540168";"1739754422";"2016888109016";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"5";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
"'2011050071-1/7";"1239540169";"1739754486";"2039394385200";"Перчатки из натурального меха козленка";"'20";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2024-10-24 11:15:02";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"3300.00";"5500.00";;"0%";;
