"Артикул";"Ozon Product ID";"SKU";"Barcode";"Название товара";"Контент-рейтинг";"Бренд";"Статус товара";"Метки";"Отзывы";"Рейтинг";"Видимость на Ozon";"Причины скрытия";"Дата создания";"Категория";"Тип";"Объем товара, л";"Объемный вес, кг";"Доступно к продаже по схеме FBO, шт.";"Зарезервировано, шт";"Доступно к продаже по схеме FBS, шт.";"Доступно к продаже по схеме realFBS, шт.";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, ₽";"Цена до скидки (перечеркнутая цена), ₽";"Цена Premium, ₽";"Размер НДС, %";"Ошибки";"Предупреждения"
"'2005090018-9/8";"1376334261";"1850216336";"2042609152245";"Перчатки из натуральной кожи с подкладкой из мутона";"'45";"ДУБЛЁНКИНО";"Готов к продаже";;"5";"'4.90";"Показывается";;"2025-01-28 15:02:53";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"5300.00";"7100.00";;"0%";;
"'2005090018-9/85";"1376334470";"1850216569";"2042609152252";"Перчатки из натуральной кожи с подкладкой из мутона";"'45";"ДУБЛЁНКИНО";"Готов к продаже";;"3";"'4.90";"Показывается";;"2025-01-28 15:03:43";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"5300.00";"7100.00";;"0%";;
"'2005090018-9/9";"1376334686";"1850216729";"2042609152269";"Перчатки из натуральной кожи с подкладкой из мутона";"'32.5";"ДУБЛЁНКИНО";"Не продается";;"0";"'0.00";"Скрыт";"Нет фото в карточке товара";"2025-01-28 15:04:35";"Аксессуары";"Перчатки";"'2.79";"'0.6";"0";"0";"0";"0";"0";"5300.00";"7100.00";;"0%";;"Изображение: Нет фотографии товара. Вы можете поставлять товары без фото на склад, но покупатели не увидят товар на сайте. Для загрузки карточки на сайт добавьте фото товара по нашим правилам"
"'2009090018/85";"1376379343";"1850258758";"2037100620003";"Варежки женские из натуральной овчины, теплые, зимние";"'47.5";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.90";"Показывается";;"2025-01-28 15:28:32";"Аксессуары";"Варежки";"'3.91";"'0.8";"0";"0";"0";"0";"0";"3100.00";"4800.00";;"0%";;
"'2009090018/9";"1376379523";"1850258901";"2037100620010";"Варежки женские из натуральной овчины, теплые, зимние";"'47.5";"ДУБЛЁНКИНО";"Готов к продаже";;"1";"'4.90";"Показывается";;"2025-01-28 15:29:20";"Аксессуары";"Варежки";"'3.91";"'0.8";"0";"0";"0";"0";"0";"3100.00";"4800.00";;"0%";;
"'2089090018-13/10";"1376383454";"1850262685";"2042577268795";"Перчатки из натуральной кожи оленя 100%";"'25";"ДУБЛЁНКИНО";"Продается";;"0";"'4.80";"Показывается";;"2025-01-28 15:37:56";"Аксессуары";"Перчатки";"'1.16";"'0.2";"3";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-12/85";"1376383455";"1850262715";"2042577239825";"Перчатки из натуральной кожи оленя 100%";"'25";"ДУБЛЁНКИНО";"Продается";;"0";"'4.80";"Показывается";;"2025-01-28 15:37:56";"Аксессуары";"Перчатки";"'1.16";"'0.2";"1";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-13/9";"1376383456";"1850262645";"2042577268771";"Перчатки из натуральной кожи оленя 100%";"'25";"ДУБЛЁНКИНО";"Продается";;"0";"'4.80";"Показывается";;"2025-01-28 15:37:56";"Аксессуары";"Перчатки";"'1.16";"'0.2";"3";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-13/85";"1376383457";"1850262732";"2042577268764";"Перчатки из натуральной кожи оленя 100%";"'25";"ДУБЛЁНКИНО";"Продается";;"0";"'4.80";"Показывается";;"2025-01-28 15:37:56";"Аксессуары";"Перчатки";"'1.16";"'0.2";"1";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-13/95";"1376383458";"1850262687";"2042577268788";"Перчатки из натуральной кожи оленя 100%";"'25";"ДУБЛЁНКИНО";"Продается";;"0";"'4.80";"Показывается";;"2025-01-28 15:37:56";"Аксессуары";"Перчатки";"'1.16";"'0.2";"3";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-12/9";"1376383459";"1850262639";"2042577239832";"Перчатки из натуральной кожи оленя 100%";"'25";"ДУБЛЁНКИНО";"Продается";;"0";"'4.80";"Показывается";;"2025-01-28 15:37:56";"Аксессуары";"Перчатки";"'1.16";"'0.2";"3";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-13/105";"1376383460";"1850262673";"2042577268801";"Перчатки из натуральной кожи оленя 100%";"'25";"ДУБЛЁНКИНО";"Продается";;"0";"'4.80";"Показывается";;"2025-01-28 15:37:56";"Аксессуары";"Перчатки";"'1.16";"'0.2";"3";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-12/11";"1376383461";"1850262649";"2042577239870";"Перчатки из натуральной кожи оленя 100%";"'25";"ДУБЛЁНКИНО";"Продается";;"0";"'4.80";"Показывается";;"2025-01-28 15:37:56";"Аксессуары";"Перчатки";"'1.16";"'0.2";"2";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-12/10";"1376383462";"1850262627";"2042577239856";"Перчатки из натуральной кожи оленя 100%";"'25";"ДУБЛЁНКИНО";"Продается";;"0";"'4.80";"Показывается";;"2025-01-28 15:37:56";"Аксессуары";"Перчатки";"'1.16";"'0.2";"3";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-12/95";"1376383463";"1850262729";"2042577239849";"Перчатки из натуральной кожи оленя 100%";"'25";"ДУБЛЁНКИНО";"Продается";;"0";"'4.80";"Показывается";;"2025-01-28 15:37:56";"Аксессуары";"Перчатки";"'1.16";"'0.2";"3";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-12/105";"1376383464";"1850262709";"2042577239863";"Перчатки из натуральной кожи оленя 100%";"'25";"ДУБЛЁНКИНО";"Продается";;"0";"'4.80";"Показывается";;"2025-01-28 15:37:56";"Аксессуары";"Перчатки";"'1.16";"'0.2";"3";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089090018-13/11";"1376383465";"1850262688";"2042577268818";"Перчатки из натуральной кожи оленя 100%";"'25";"ДУБЛЁНКИНО";"Продается";;"0";"'4.80";"Показывается";;"2025-01-28 15:37:56";"Аксессуары";"Перчатки";"'1.16";"'0.2";"2";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
"'2089070048-7/85";"1376385299";"1850264779";"2042578880330";"Перчатки из натуральной кожи оленя 100%";"'37.5";"ДУБЛЁНКИНО";"Готов к продаже";;"0";"'4.80";"Показывается";;"2025-01-28 15:41:13";"Аксессуары";"Перчатки";"'1.16";"'0.2";"0";"0";"0";"0";"0";"4000.00";"6100.00";;"0%";;
