SRID;Кол-во;Доход_от_продажи;Расход_логистика;Расход_хранение;Прочие_удержания;Компенсация;Баланс;Возврат
27198486;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27198487;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27198488;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27198489;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27198490;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27198491;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27198492;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27198493;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27198494;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27244941;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27244969;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27244970;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27244971;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27244972;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27244973;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27263866;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27263873;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27263874;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27263875;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27263876;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27294544;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27294545;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27294546;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27294547;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27560077617367239.0.0;1;2200.00;156.42;0.00;0.00;0.00;2043.58;НЕТ
27973124116377882.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
27973124116377882.1.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
28102218617189126.0.0;4;0.00;187.36;0.00;0.00;0.00;-187.36;НЕТ
28130002117053391.0.0;1;2150.00;223.48;0.00;0.00;0.00;1926.52;НЕТ
28188574616763194.1.0;2;0.00;169.41;0.00;0.00;0.00;-169.41;НЕТ
28255736617241052.0.0;3;1760.00;195.53;0.00;0.00;0.00;1564.47;НЕТ
28318088617127052.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
28728308117357466.0.0;4;0.00;255.44;0.00;0.00;0.00;-255.44;НЕТ
28940959616415081.0.0;0;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
29209550617179266.0.0;3;1720.00;118.16;0.00;0.00;0.00;1601.84;НЕТ
29209550617299211.0.0;4;0.00;168.16;0.00;0.00;0.00;-168.16;НЕТ
29310649617355659.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
29310649617355667.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
29318621117188464.0.0;2;0.00;175.29;0.00;0.00;0.00;-175.29;НЕТ
29318621117188464.1.0;3;2365.00;150.41;0.00;0.00;0.00;2214.59;НЕТ
29625605116786118.1.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
29625605116786118.2.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
29735826616612053.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
29735826616612053.1.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
29823748617193348.2.0;4;0.00;170.99;0.00;0.00;0.00;-170.99;НЕТ
29855936617104394.0.0;4;0.00;225.87;0.00;0.00;0.00;-225.87;НЕТ
29855936617104410.0.0;6;4644.00;172.17;0.00;0.00;0.00;4471.83;НЕТ
2dbba1b4ca1550124e7a7da0cbf86e6c091b02ee;0;0.00;0.00;318.16;0.00;0.00;-318.16;НЕТ
2eebc168788b482ea120ff72a9320795.0.0;3;2162.00;117.86;0.00;0.00;0.00;2044.14;НЕТ
30007689617321676.0.0;4;0.00;152.87;0.00;0.00;0.00;-152.87;НЕТ
30009263617225849.0.0;3;3416.00;110.67;0.00;0.00;0.00;3305.33;НЕТ
30009263617225849.1.0;2;0.00;160.67;0.00;0.00;0.00;-160.67;НЕТ
30009263617225849.2.0;2;0.00;160.67;0.00;0.00;0.00;-160.67;НЕТ
30209281616999050.0.0;3;2070.00;134.24;0.00;0.00;0.00;1935.76;НЕТ
30209281616999050.2.0;4;0.00;184.24;0.00;0.00;0.00;-184.24;НЕТ
30385935616888576.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
30427790117131832.1.0;2;0.00;172.17;0.00;0.00;0.00;-172.17;НЕТ
30496464116782814.4.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
30496464117177967.0.0;3;2322.00;137.36;0.00;0.00;0.00;2184.64;НЕТ
30496464117187167.0.0;2;0.00;200.41;0.00;0.00;0.00;-200.41;НЕТ
30840402617223233.0.0;3;2279.00;160.45;0.00;0.00;0.00;2118.55;НЕТ
31160411617110628.0.0;2;0.00;225.87;0.00;0.00;0.00;-225.87;НЕТ
31160411617110648.0.0;2;0.00;266.05;0.00;0.00;0.00;-266.05;НЕТ
31160411617411009.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
31176357117290794.0.0;1;2162.00;163.43;0.00;0.00;0.00;1998.57;НЕТ
31536721616758829.0.0;0;0.00;166.50;0.00;0.00;0.00;-166.50;НЕТ
31555870117224341.0.0;3;1938.00;205.44;0.00;0.00;0.00;1732.56;НЕТ
31555870117473006.0.0;1;1734.00;205.44;0.00;0.00;0.00;1528.56;НЕТ
31807500117386987.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
31956229117144735.0.0;4;0.00;265.96;0.00;0.00;0.00;-265.96;НЕТ
31956229117145149.0.0;4;0.00;126.06;0.00;0.00;0.00;-126.06;НЕТ
31956229117145149.1.0;4;0.00;86.48;0.00;0.00;0.00;-86.48;НЕТ
31956229117145149.2.0;4;0.00;209.14;0.00;0.00;0.00;-209.14;НЕТ
31956229117145149.3.0;4;0.00;192.80;0.00;0.00;0.00;-192.80;НЕТ
31956229117145149.4.0;4;0.00;202.12;0.00;0.00;0.00;-202.12;НЕТ
31956229117145149.5.0;3;3692.00;77.33;0.00;0.00;0.00;3614.67;НЕТ
31956229117145149.6.0;4;0.00;145.19;0.00;0.00;0.00;-145.19;НЕТ
31993219117025887.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
31993219117026309.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
31999157117071695.0.0;4;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
31999157117071695.1.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
31999157117305510.1.0;4;0.00;222.76;0.00;0.00;0.00;-222.76;НЕТ
31999157117305510.3.0;4;0.00;330.74;0.00;0.00;0.00;-330.74;НЕТ
32550184617060411.0.0;4;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
32958d6ef9384071a1cf00118c384a86.9.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
33105382617216979.0.0;3;2444.00;94.69;0.00;0.00;0.00;2349.31;НЕТ
33105382617216979.0.1;3;2444.00;94.69;0.00;0.00;0.00;2349.31;НЕТ
33719189;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
34188843117452412.0.0;1;3600.00;163.11;0.00;0.00;0.00;3436.89;НЕТ
34463391;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
34496956616876789.2.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
34504482;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
34534642117057747.0.0;2;0.00;179.13;0.00;0.00;0.00;-179.13;НЕТ
34621559116679461.0.0;1;2420.00;587.71;0.00;0.00;0.00;1832.29;НЕТ
34840783617288876.0.0;4;0.00;159.85;0.00;0.00;0.00;-159.85;НЕТ
34840783617288967.0.0;4;0.00;167.16;0.00;0.00;0.00;-167.16;НЕТ
34935927617302889.0.0;2;0.00;175.67;0.00;0.00;0.00;-175.67;НЕТ
34957586117025093.0.0;1;2208.00;134.73;0.00;0.00;0.00;2073.27;НЕТ
35063795117324801.0.0;4;0.00;210.45;0.00;0.00;0.00;-210.45;НЕТ
35063795117324816.0.0;4;0.00;225.10;0.00;0.00;0.00;-225.10;НЕТ
35339422117267331.0.0;2;0.00;179.38;0.00;0.00;0.00;-179.38;НЕТ
35339422117267331.1.0;3;2254.00;150.95;0.00;0.00;0.00;2103.05;НЕТ
35343263;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
35364677117266247.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
35372014;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
35737404617189326.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
36297861617413790.3.0;2;0.00;127.33;0.00;0.00;0.00;-127.33;НЕТ
36409567117041994.0.0;3;1785.00;128.40;0.00;0.00;0.00;1656.60;НЕТ
36619111117250516.0.0;3;2350.00;195.53;0.00;0.00;0.00;2154.47;НЕТ
36619111117250529.0.0;4;0.00;167.73;0.00;0.00;0.00;-167.73;НЕТ
36888406617220972.4.0;3;2040.00;256.81;0.00;0.00;0.00;1783.19;НЕТ
36916527617064252.0.0;1;2208.00;186.77;0.00;0.00;0.00;2021.23;НЕТ
36916527617495163.0.0;1;2112.00;230.35;0.00;0.00;0.00;1881.65;НЕТ
37298793117103859.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
37661499117281417.0.0;2;0.00;167.14;0.00;0.00;0.00;-167.14;НЕТ
37824943117407975.0.0;1;2116.00;160.89;0.00;0.00;0.00;1955.11;НЕТ
37881913617222539.0.0;2;0.00;413.76;0.00;0.00;0.00;-413.76;НЕТ
37924620617332177.3.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
38008019616987524.2.0;4;3648.00;330.74;0.00;0.00;0.00;3317.26;НЕТ
38550160117361336.0.0;1;3600.00;216.05;0.00;0.00;0.00;3383.95;НЕТ
38624174616783852.0.0;1;2392.00;152.93;0.00;0.00;0.00;2239.07;НЕТ
38992787616807358.0.0;2;0.00;137.08;0.00;0.00;0.00;-137.08;НЕТ
39034535116909989.0.0;2;0.00;234.89;0.00;0.00;0.00;-234.89;НЕТ
390bbf138852a42f0bef840faa8b02e425f61992;0;0.00;0.00;0.00;23300.00;0.00;-23300.00;НЕТ
39518594116243056.1.0;0;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
39810502117151918.0.0;3;1035.00;113.02;0.00;0.00;0.00;921.98;НЕТ
39816734616745099.0.0;0;0.00;171.59;0.00;0.00;0.00;-171.59;НЕТ
39827306117171803.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
3d5051ee62e642628f49791a611735d9;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
3e0d304459654e65a0e27443ce74c7c5;2;0.00;202.64;0.00;0.00;0.00;-202.64;НЕТ
40325700617201504.0.0;4;0.00;283.47;0.00;0.00;0.00;-283.47;НЕТ
40578480117281348.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
40973976617196932.0.0;3;2420.00;120.55;0.00;0.00;0.00;2299.45;НЕТ
41578872617068710.0.0;4;0.00;172.61;0.00;0.00;0.00;-172.61;НЕТ
42126507616268915.0.0;0;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
42307919616503103.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
43175847616959366.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
43606938117093535.0.0;4;0.00;187.36;0.00;0.00;0.00;-187.36;НЕТ
45555996616931336.3.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
458231;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
46064871617315512.0.0;3;2200.00;156.42;0.00;0.00;0.00;2043.58;НЕТ
4612584188264354418.0.0;1;2236.00;137.52;0.00;0.00;0.00;2098.48;НЕТ
46176634617278944.0.0;2;0.00;187.36;0.00;0.00;0.00;-187.36;НЕТ
4622791666101389233.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
4622791666101389233.1.0;3;1325.00;50.00;0.00;0.00;0.00;1275.00;НЕТ
4626421783490032944.0.0;0;0.00;255.44;0.00;0.00;0.00;-255.44;НЕТ
4627362814789093483.0.0;3;2162.00;117.86;0.00;0.00;0.00;2044.14;НЕТ
4627958964642683172.0.0;2;0.00;123.58;0.00;0.00;0.00;-123.58;НЕТ
4632823002454010551.0.0;3;2256.00;316.73;0.00;0.00;0.00;1939.27;НЕТ
4639934698924918527.0.0;3;2279.00;133.97;0.00;0.00;0.00;2145.03;НЕТ
4643034608846211873.0.0;3;2200.00;156.42;0.00;0.00;0.00;2043.58;НЕТ
4646804504837688311.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
4656268733680686997.0.0;2;0.00;266.05;0.00;0.00;0.00;-266.05;НЕТ
4669161201261330247.0.0;0;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
4680600840751473522.0.0;2;0.00;277.63;0.00;0.00;0.00;-277.63;НЕТ
4683255504250773956.0.0;1;2200.00;156.42;0.00;0.00;0.00;2043.58;НЕТ
4683933828117918777.3.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
4691943083927803555.0.0;0;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
4694097831292116407.0.0;0;0.00;286.39;0.00;0.00;0.00;-286.39;НЕТ
4694955416218887613.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
4706180890354086700.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
4709103499348779664.0.0;3;1734.00;205.44;0.00;0.00;0.00;1528.56;НЕТ
4714829579839644098.0.0;3;2698.00;247.33;0.00;0.00;0.00;2450.67;НЕТ
4740566575507055668.0.0;3;1734.00;205.44;0.00;0.00;0.00;1528.56;НЕТ
4745388949370690747.1.0;1;2475.00;64.56;0.00;0.00;0.00;2410.44;НЕТ
4745388949370690747.2.0;4;0.00;187.36;0.00;0.00;0.00;-187.36;НЕТ
4748504179846832956.0.0;2;0.00;202.93;0.00;0.00;0.00;-202.93;НЕТ
4751642805991712888.0.0;0;0.00;213.43;0.00;0.00;0.00;-213.43;НЕТ
4769778606340265491.0.0;0;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
4769932082407160864.0.0;3;1720.00;118.16;0.00;0.00;0.00;1601.84;НЕТ
4771483790423830968.0.0;2;0.00;187.21;0.00;0.00;0.00;-187.21;НЕТ
4774384874887962531.0.0;0;0.00;167.86;0.00;0.00;0.00;-167.86;НЕТ
4779145733327316005.0.0;2;0.00;274.89;0.00;0.00;0.00;-274.89;НЕТ
4779145733327316005.1.0;2;0.00;274.89;0.00;0.00;0.00;-274.89;НЕТ
4781475116835249043.0.0;3;2150.00;137.21;0.00;0.00;0.00;2012.79;НЕТ
4782642547120011273.0.0;3;2698.00;153.88;0.00;0.00;0.00;2544.12;НЕТ
4786878640829614358.0.0;1;2193.00;160.45;0.00;0.00;0.00;2032.55;НЕТ
4786878640829614358.1.0;2;0.00;210.45;0.00;0.00;0.00;-210.45;НЕТ
4786878640829614358.2.0;2;0.00;307.86;0.00;0.00;0.00;-307.86;НЕТ
4791457582314831497.0.0;0;0.00;295.14;0.00;0.00;0.00;-295.14;НЕТ
4794226114571951641.0.0;3;2475.00;120.55;0.00;0.00;0.00;2354.45;НЕТ
4798081113057476700.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
4807860599790998677.1.0;1;2365.00;167.89;0.00;0.00;0.00;2197.11;НЕТ
4811136075671271475.2.0;4;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
4811136075671271475.5.0;4;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
4811136075671271475.6.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
4811136075671271475.7.0;4;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
4811719914603408947.0.0;4;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
4817759118868744156.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
4818758872595718139.0.0;3;2160.00;230.35;0.00;0.00;0.00;1929.65;НЕТ
4825229504032221584.1.0;4;0.00;159.85;0.00;0.00;0.00;-159.85;НЕТ
4826201289886868196.0.0;4;0.00;366.73;0.00;0.00;0.00;-366.73;НЕТ
4838554498841486245.0.0;4;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
4839410060034876579.0.0;3;2107.00;123.21;0.00;0.00;0.00;1983.79;НЕТ
4842573273541857087.0.0;2;0.00;191.78;0.00;0.00;0.00;-191.78;НЕТ
4843377343361279697.0.0;0;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
4848487286095311563.0.0;3;2160.00;183.09;0.00;0.00;0.00;1976.91;НЕТ
4856882885197371247.0.0;3;3479.00;157.06;0.00;0.00;0.00;3321.94;НЕТ
4863127367557081760.0.0;4;0.00;175.29;0.00;0.00;0.00;-175.29;НЕТ
4867925096444583663.0.0;1;2112.00;215.96;0.00;0.00;0.00;1896.04;НЕТ
4871331752275126709.0.0;4;0.00;811.88;0.00;0.00;0.00;-811.88;НЕТ
4872599218225241880.0.0;1;3600.00;192.21;0.00;0.00;0.00;3407.79;НЕТ
4879781752506817421.0.0;3;2107.00;171.91;0.00;0.00;0.00;1935.09;НЕТ
4880193202885408642.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
4883953944670726743.0.0;3;2162.00;160.89;0.00;0.00;0.00;2001.11;НЕТ
4886056179220820162.0.0;3;2530.00;182.49;0.00;0.00;0.00;2347.51;НЕТ
4886476049604548834.0.0;2;0.00;438.72;0.00;0.00;0.00;-438.72;НЕТ
4889282175896251159.0.0;3;1734.00;128.40;0.00;0.00;0.00;1605.60;НЕТ
4892797650559723207.0.0;1;2300.00;163.43;0.00;0.00;0.00;2136.57;НЕТ
4901421707486135103.0.0;3;4600.00;107.38;0.00;0.00;0.00;4492.62;НЕТ
4914683071913784547.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
4921780156905893909.1.0;3;2350.00;117.14;0.00;0.00;0.00;2232.86;НЕТ
4934987542442937146.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
49485622617187978.0.0;3;1720.00;118.16;0.00;0.00;0.00;1601.84;НЕТ
49485622617221249.0.0;2;0.00;168.16;0.00;0.00;0.00;-168.16;НЕТ
4955131245435388157.0.0;2;0.00;224.75;0.00;0.00;0.00;-224.75;НЕТ
4966129495165629659.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
4967926454115374305.1.0;3;2200.00;195.53;0.00;0.00;0.00;2004.47;НЕТ
4973892597516519558.2.0;0;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
4987711282516835741.0.0;2;0.00;690.68;0.00;0.00;0.00;-690.68;НЕТ
4987711282516835741.1.0;2;0.00;172.17;0.00;0.00;0.00;-172.17;НЕТ
4989289306085757337.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
50065126117154368.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5024925692460340759.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5030012783968445719.0.0;2;0.00;286.39;0.00;0.00;0.00;-286.39;НЕТ
5052993335137381781.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5055275549363938564.0.0;4;0.00;127.33;0.00;0.00;0.00;-127.33;НЕТ
50558216617102777.0.0;3;2208.00;72.18;0.00;0.00;0.00;2135.82;НЕТ
5064709216349044600.0.0;6;4300.00;187.21;0.00;0.00;0.00;4112.79;НЕТ
506698;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5072363354641430389.0.0;1;2365.00;120.55;0.00;0.00;0.00;2244.45;НЕТ
5075432635946376685.1.0;3;2840.00;178.19;0.00;0.00;0.00;2661.81;НЕТ
5079289543078578238.0.0;2;0.00;173.21;0.00;0.00;0.00;-173.21;НЕТ
5079659701893604784.0.0;4;0.00;187.36;0.00;0.00;0.00;-187.36;НЕТ
5084792921985892941.0.0;0;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5085976922094492999.0.0;4;0.00;206.42;0.00;0.00;0.00;-206.42;НЕТ
5085976922094492999.1.0;4;0.00;206.42;0.00;0.00;0.00;-206.42;НЕТ
5090149967256010412.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5095550024905029139.1.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
50c357fdbba84596f92fd059af3de1669e1d198f;0;0.00;0.00;336.08;0.00;0.00;-336.08;НЕТ
5103048760749463370.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5108753611168320557.0.0;0;0.00;290.67;0.00;0.00;0.00;-290.67;НЕТ
5108753611168320557.1.0;2;0.00;273.48;0.00;0.00;0.00;-273.48;НЕТ
5108753611168320557.2.0;0;0.00;210.45;0.00;0.00;0.00;-210.45;НЕТ
5108753611168320557.3.0;0;0.00;152.87;0.00;0.00;0.00;-152.87;НЕТ
5110647800843320122.0.0;1;2193.00;171.91;0.00;0.00;0.00;2021.09;НЕТ
5110844709633574821.0.0;4;0.00;193.18;0.00;0.00;0.00;-193.18;НЕТ
5112236499834547238.0.0;2;0.00;357.29;0.00;0.00;0.00;-357.29;НЕТ
5119370806065077384.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
51284046a53e47e683f489bc6c6430b5.0.0;4;0.00;203.88;0.00;0.00;0.00;-203.88;НЕТ
51284046a53e47e683f489bc6c6430b5.1.0;4;0.00;210.45;0.00;0.00;0.00;-210.45;НЕТ
51284046a53e47e683f489bc6c6430b5.2.0;4;0.00;210.45;0.00;0.00;0.00;-210.45;НЕТ
51284046a53e47e683f489bc6c6430b5.4.0;3;2107.00;223.48;0.00;0.00;0.00;1883.52;НЕТ
5129475139850762849.1.0;3;2769.00;50.00;0.00;0.00;0.00;2719.00;НЕТ
5142865176314192805.0.0;3;2150.00;510.00;0.00;0.00;0.00;1640.00;НЕТ
5148510943234922107.0.0;3;2162.00;134.73;0.00;0.00;0.00;2027.27;НЕТ
5148510943234922107.4.0;4;0.00;213.14;0.00;0.00;0.00;-213.14;НЕТ
5148847865100790951.0.0;0;0.00;175.78;0.00;0.00;0.00;-175.78;НЕТ
5153314489374017774.1.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5155933255362352270.0.0;0;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5160212991367865059.0.0;0;0.00;169.41;0.00;0.00;0.00;-169.41;НЕТ
5166767218539865948.0.0;4;0.00;409.54;0.00;0.00;0.00;-409.54;НЕТ
5172972731494005577.0.0;2;0.00;159.85;0.00;0.00;0.00;-159.85;НЕТ
5176822627984207513.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5191105009966440956.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5193197687123297800.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
51972131117277239.0.0;4;0.00;213.43;0.00;0.00;0.00;-213.43;НЕТ
5201058050643851036.0.0;2;0.00;225.10;0.00;0.00;0.00;-225.10;НЕТ
5202767774884210043.0.0;4;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5209089257763953899.0.0;3;3600.00;216.05;0.00;0.00;0.00;3383.95;НЕТ
52210559617280647.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5235499901468605171.0.0;3;2162.00;158.65;0.00;0.00;0.00;2003.35;НЕТ
52463250117240553.0.0;4;0.00;167.75;0.00;0.00;0.00;-167.75;НЕТ
5248389149366456960.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5252261461876107745.1.0;3;2322.00;163.61;0.00;0.00;0.00;2158.39;НЕТ
5252261461876107745.2.0;3;4125.00;241.05;0.00;0.00;0.00;3883.95;НЕТ
5261923834655831320.0.0;2;0.00;312.65;0.00;0.00;0.00;-312.65;НЕТ
52623458617226287.0.0;4;0.00;134.36;0.00;0.00;0.00;-134.36;НЕТ
5265358972071541417.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5265358972071541417.1.0;4;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5266381367498093405.0.0;3;2200.00;293.29;0.00;0.00;0.00;1906.71;НЕТ
5266381367498093405.1.0;4;0.00;245.53;0.00;0.00;0.00;-245.53;НЕТ
52679642617439370.0.0;1;1665.00;177.00;0.00;0.00;0.00;1488.00;НЕТ
5268119985795022292.3.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5268845509211051510.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5269354920887157698.2.0;3;2162.00;134.73;0.00;0.00;0.00;2027.27;НЕТ
5280540643569546823.0.0;2;0.00;167.86;0.00;0.00;0.00;-167.86;НЕТ
5283813537929339984.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5284016668787495138.0.0;2;0.00;197.14;0.00;0.00;0.00;-197.14;НЕТ
5284037869190275298.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5291010719255773056.0.0;4;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5291010719255773056.1.0;4;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5317601125295235457.0.0;6;4730.00;187.36;0.00;0.00;0.00;4542.64;НЕТ
5322051730887626268.0.0;4;0.00;210.45;0.00;0.00;0.00;-210.45;НЕТ
5327996705172396680.0.0;1;2295.00;134.97;0.00;0.00;0.00;2160.03;НЕТ
5330165399594180371.0.0;2;0.00;144.69;0.00;0.00;0.00;-144.69;НЕТ
5330165399594180371.1.0;2;0.00;144.69;0.00;0.00;0.00;-144.69;НЕТ
5337293853443122555.0.0;4;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
53459528617009072.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5347439120478233278.0.0;0;0.00;206.42;0.00;0.00;0.00;-206.42;НЕТ
5361880051277683973.0.0;4;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5368981613567145938.0.0;0;0.00;227.03;0.00;0.00;0.00;-227.03;НЕТ
5370216739771937597.1.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5371163507302260819.0.0;1;2256.00;156.17;0.00;0.00;0.00;2099.83;НЕТ
5371163507302260819.1.0;0;0.00;162.12;0.00;0.00;0.00;-162.12;НЕТ
5371577718893120893.0.0;3;2655.00;84.36;0.00;0.00;0.00;2570.64;НЕТ
5378020199275188694.0.0;3;2485.00;233.41;0.00;0.00;0.00;2251.59;НЕТ
5378088434680269303.0.0;3;2475.00;125.90;0.00;0.00;0.00;2349.10;НЕТ
5381848435024217245.0.0;4;0.00;175.90;0.00;0.00;0.00;-175.90;НЕТ
5382218790997150447.0.0;1;2310.00;99.05;0.00;0.00;0.00;2210.95;НЕТ
5387076194014629076.0.0;3;1887.00;390.29;0.00;0.00;0.00;1496.71;НЕТ
5387154094865032228.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5387154094865032228.1.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
53887415617043935.0.0;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
5393267437064917242.0.0;4;0.00;175.90;0.00;0.00;0.00;-175.90;НЕТ
