SRID;Кол-во;Доход_от_продажи;Расход_логистика;Расход_хранение;Прочие_удержания;Компенсация;Баланс;Возврат
7830225017571886;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571890;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571892;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571896;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571898;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571902;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571918;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571920;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571923;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571924;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571925;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571928;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571929;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571930;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571931;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571932;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571934;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571935;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571936;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571937;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571938;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571939;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571945;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571947;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571948;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571949;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571951;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571953;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571954;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571955;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571957;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571959;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571960;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571961;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571962;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571963;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571964;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571965;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571967;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571968;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571970;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571971;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571972;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571974;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571975;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571978;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571984;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571985;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571986;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571990;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571991;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571993;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571996;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571997;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017571998;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572000;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572001;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572005;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572006;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572007;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572009;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572010;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572011;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572014;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572015;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572020;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572022;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572024;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572027;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572032;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572033;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572035;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572039;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572040;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572041;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572042;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572043;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572046;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572047;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572048;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572049;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572050;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572051;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572053;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572059;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572060;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572063;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572065;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572066;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572067;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572068;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572069;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572072;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572073;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572074;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572075;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572076;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572077;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572078;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572079;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572080;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572083;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572085;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572086;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572087;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572090;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572092;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572094;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572096;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572097;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572098;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572101;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572102;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572108;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572111;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572113;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572114;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572115;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572119;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572121;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572122;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572123;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572130;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572131;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572134;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572135;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572136;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572138;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572140;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572142;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572143;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572147;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572148;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572149;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572151;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572152;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572153;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572154;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572156;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572158;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572163;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572165;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572166;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572167;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572169;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572170;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572175;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572176;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572178;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572181;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572183;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572184;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572186;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572187;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572188;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572191;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572192;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572193;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572195;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572197;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572203;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572205;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572207;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572209;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572210;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572211;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572213;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572217;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572218;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572221;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572225;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572232;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572233;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572237;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572247;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572249;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572253;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572260;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572261;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572265;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572266;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572267;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572270;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572272;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572273;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572279;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572281;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572292;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572295;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572304;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572306;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572310;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572314;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572315;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572316;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572322;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572326;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572328;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572329;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572330;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572331;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572332;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572337;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572338;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572339;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572340;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572342;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572344;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572346;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572348;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572352;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572354;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572356;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572358;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572360;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572368;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572372;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572376;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572387;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572391;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572449;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572453;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572460;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572464;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572466;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572467;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572468;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572470;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572472;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572474;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572480;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572482;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572484;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572486;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572487;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572488;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572490;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572491;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572492;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572493;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572494;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572495;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572496;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572497;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572498;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572503;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572504;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572505;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572511;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017572518;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575852;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575858;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575862;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575870;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575872;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575874;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575876;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575882;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575898;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575902;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575908;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575914;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575928;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575934;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575938;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575940;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575944;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575952;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575954;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575960;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575962;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575964;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575972;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575974;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575976;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575978;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575980;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575984;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575986;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575992;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575994;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017575998;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576000;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576002;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576004;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576006;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576008;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576012;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576022;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576030;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576042;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576048;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576050;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576052;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576054;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576058;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576060;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576064;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576066;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576070;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576076;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576078;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576080;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576084;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576104;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576106;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576112;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576114;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576116;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576118;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576120;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576126;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576128;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576130;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576132;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576136;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576138;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576142;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576144;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576146;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576148;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576154;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576164;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576166;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576168;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576170;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576172;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576174;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576178;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576184;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576188;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576192;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576200;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576204;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576208;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576210;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576212;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576214;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576218;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576222;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576226;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576228;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576232;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576236;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576240;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576244;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576246;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576248;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576252;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576256;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576264;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576284;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576292;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576294;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576312;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576314;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
7830225017576318;2;0.00;0.00;0.00;0.00;0.00;0.00;НЕТ
